guess,ev,max guesses,pass,time
rusts,3.74428,5,0,130.42060
salad,3.69244,5,0,128.66687
sandy,3.64104,5,0,96.98274
satin,3.54471,5,0,55.35310
saved,3.67300,5,0,11.51086
saves,3.80259,5,0,42.79243
sawer,3.60518,5,0,11.41596
scald,3.61339,5,0,54.98494
scams,3.75767,5,0,138.23692
scone,3.55724,5,0,27.49445
score,3.55680,5,0,12.25164
scorn,3.57840,5,0,37.74635
scowl,3.67516,5,0,61.46270
scrum,3.64320,5,0,90.88900
seeds,3.83931,5,0,181.27716
sends,3.74644,5,0,124.36486
sewer,3.70454,5,0,40.53277
shaft,3.63499,5,0,74.67352
shape,3.59741,5,0,28.92730
share,3.56371,5,0,29.48738
shark,3.65832,5,0,38.36151
sheen,3.66350,5,0,48.86068
shied,3.61166,5,0,27.85103
shine,3.57667,5,0,68.07975
shirk,3.65702,5,0,111.15189
shoot,3.68898,5,0,188.76048
shows,3.83326,5,0,251.78299
sides,3.72095,5,0,86.69456
sight,3.63326,5,0,90.20995
signs,3.76285,5,0,271.20255
sired,3.57192,5,0,31.66067
sited,3.58315,5,0,12.32393
sites,3.70065,5,0,32.58901
sixth,3.74773,5,0,200.54341
sizes,3.87775,5,0,154.95330
skill,3.75162,5,0,317.46860
skunk,3.85832,5,0,356.94998
slime,3.56156,5,0,42.70060
slips,3.71404,5,0,215.41131
slump,3.65184,5,0,96.00788
sluts,3.73866,5,0,258.22830
smelt,3.58963,5,0,35.29033
smite,3.57495,5,0,24.48980
smoke,3.68337,5,0,108.71442
snafu,3.69071,5,0,127.95525
snare,3.52441,5,0,13.78568
snark,3.64104,5,0,25.29555
sneak,3.65875,5,0,34.23121
sniff,3.80864,5,0,352.21060
solar,3.55594,5,0,18.29037
soled,3.57106,5,0,21.70611
solve,3.65184,5,0,44.92788
sonic,3.60389,5,0,79.19056
sorer,3.65486,5,0,56.36180
sorts,3.68553,5,0,63.73043
sound,3.61901,5,0,188.24013
space,3.55896,5,0,16.84633
spank,3.67127,5,0,63.86053
spear,3.57840,5,0,15.72396
speck,3.71836,5,0,46.50675
spent,3.59957,5,0,36.80502
spiel,3.57322,5,0,19.83285
spilt,3.55464,5,0,56.53980
spire,3.55896,5,0,18.46901
splat,3.58013,5,0,37.27402
spoke,3.67257,5,0,39.48234
spoof,3.78359,5,0,147.23741
spurn,3.62851,5,0,113.10924
staff,3.79698,5,0,149.89919
stars,3.70756,5,0,50.59409
stays,3.78272,5,0,209.50020
stint,3.68164,5,0,231.88348
stork,3.63672,5,0,69.65652
stove,3.64795,5,0,20.38991
stray,3.60907,5,0,27.38503
stuck,3.70367,5,0,114.07692
stung,3.67300,5,0,141.44234
sugar,3.62592,5,0,24.86338
suits,3.74039,5,0,318.04910
sweep,3.76458,5,0,43.64723
swift,3.69719,5,0,79.86477
swing,3.68596,5,0,104.90244
sword,3.67257,5,0,39.29902
swore,3.60259,5,0,18.54659
swung,3.73693,5,0,116.20330
tacit,3.69114,5,0,154.22320
tanks,3.64752,5,0,56.81132
tarry,3.68078,5,0,41.50910
tater,3.66393,5,0,32.27329
tawny,3.67171,5,0,92.42177
tease,3.60518,5,0,23.37754
teeny,3.68726,5,0,105.92414
tenor,3.55594,5,0,16.43372
tents,3.70842,5,0,85.85819
thank,3.65875,5,0,83.90750
thigh,3.82246,5,0,196.31705
tides,3.59568,5,0,12.96368
tiers,3.57106,5,0,9.69930
tight,3.79222,5,0,202.00122
toked,3.67646,5,0,22.23089
tommy,3.81685,5,0,303.64302
trail,3.52786,5,0,26.31266
traps,3.56069,5,0,18.19996
treat,3.67948,5,0,22.00677
triad,3.57451,5,0,31.88222
tripe,3.54730,5,0,14.34386
trope,3.54212,5,0,14.53711
trout,3.69806,5,0,130.09810
tuned,3.58834,5,0,22.63718
tunic,3.63499,5,0,180.00807
typed,3.67343,5,0,21.56782
types,3.66004,5,0,13.90733
ultra,3.60907,5,0,37.71131
umbra,3.73348,5,0,64.06922
undid,3.83240,5,0,571.98762
urine,3.58618,5,0,56.55616
using,3.72829,5,0,240.81770
verbs,3.72527,5,0,21.30928
verve,3.90108,5,0,121.41298
viler,3.66004,5,0,31.07041
vines,3.67689,5,0,39.21050
viper,3.66393,5,0,43.90839
virus,3.72397,5,0,106.07388
vista,3.69978,5,0,51.10567
vixen,3.81339,5,0,104.71097
voted,3.68467,5,0,24.50860
vowed,3.75076,5,0,49.04023
vying,3.78143,5,0,193.30656
watch,3.68639,5,0,67.46219
weary,3.66566,5,0,22.55150
weeds,3.77495,5,0,88.66590
welch,3.68596,5,0,59.69092
wharf,3.73564,5,0,63.32835
while,3.65529,5,0,77.80516
white,3.65659,5,0,41.33705
whoop,3.85054,5,0,208.05862
wiled,3.64449,5,0,53.75248
wilts,3.65313,5,0,77.82558
winch,3.71145,5,0,147.20767
wirer,3.73261,5,0,100.77582
woman,3.70540,5,0,85.08512
words,3.68121,5,0,37.66452
world,3.65961,5,0,52.82683
wormy,3.71749,5,0,141.16658
wraps,3.66782,5,0,21.84816
wrath,3.64060,5,0,26.68173
wreck,3.73261,5,0,49.23695
wrote,3.61037,5,0,15.38870
wryly,3.85875,5,0,163.78464
yoked,3.74730,5,0,120.90620
zippy,3.98229,5,0,556.43150
abase,3.73477,5,0,44.82699
abuse,3.66393,5,0,29.34788
acorn,3.57927,5,0,30.23595
actor,3.58531,5,0,20.99891
adapt,3.70713,5,0,107.20946
afoot,3.75421,5,0,125.17775
agora,3.76156,5,0,177.31344
aired,3.56760,5,0,55.03297
alibi,3.78143,5,0,222.69280
along,3.61037,5,0,105.67153
amaze,3.87991,5,0,109.24890
amiss,3.78143,5,0,271.66030
apart,3.67430,5,0,57.29676
apple,3.72743,5,0,55.03164
apter,3.57235,5,0,20.38934
areas,3.69417,5,0,30.31411
argus,3.66134,5,0,34.75186
armer,3.70929,5,0,58.55731
artsy,3.60000,5,0,22.26609
ashed,3.67214,5,0,22.08896
ashen,3.64060,5,0,11.74433
ashes,3.80173,5,0,34.07022
aspen,3.60259,5,0,13.74322
aster,3.57322,5,0,16.15036
atone,3.56112,5,0,9.23118
attic,3.74384,5,0,181.75059
avoid,3.73564,5,0,175.40594
azure,3.74687,5,0,34.44365
baaed,3.72570,5,0,26.67840
bacon,3.64838,5,0,55.08216
baked,3.71188,5,0,28.03490
baled,3.61339,5,0,24.30257
bands,3.67127,5,0,56.06497
bangs,3.68294,5,0,73.97164
barer,3.70065,5,0,26.53683
basal,3.71749,5,0,112.93633
bayed,3.67257,5,0,26.11377
beady,3.66825,5,0,78.77409
beget,3.71663,5,0,29.92040
being,3.67732,5,0,108.91331
bench,3.66652,5,0,92.12808
biddy,3.84536,5,0,387.00749
bliss,3.74557,5,0,219.70597
board,3.59136,5,0,30.34665
bobby,4.02937,5,0,721.34429
brace,3.57451,5,0,14.51391
braid,3.61728,5,0,51.07256
brave,3.65788,5,0,21.99985
breed,3.68510,5,0,57.27379
brine,3.56674,5,0,25.18320
brisk,3.66220,5,0,79.53490
broth,3.61771,5,0,42.02928
bucks,3.76501,5,0,160.01706
bulls,3.78877,5,0,260.86699
bused,3.67516,5,0,21.66873
buses,3.80907,5,0,49.71388
butte,3.73866,5,0,69.18751
buxom,3.87171,5,0,313.39221
cakes,3.66955,5,0,16.45094
calms,3.60562,5,0,71.77162
caned,3.56933,5,0,16.24162
canes,3.55940,5,0,11.21795
canoe,3.55594,5,0,12.79467
canon,3.72613,5,0,123.76016
carve,3.61210,5,0,23.40203
casts,3.72700,5,0,130.30366
cello,3.71447,5,0,96.34868
chaos,3.61987,5,0,71.64677
check,3.89546,5,0,91.16027
chico,3.81166,5,0,364.31209
chump,3.73693,5,0,122.91548
cited,3.60518,5,0,24.24268
cites,3.58143,5,0,15.74180
civil,3.80821,5,0,233.02481
cleat,3.54860,5,0,30.54573
cliff,3.81339,5,0,321.09436
coast,3.54903,5,0,17.06461
coats,3.57754,5,0,22.63016
cocks,3.83283,5,0,165.93341
colic,3.74773,5,0,231.57389
condo,3.73045,5,0,225.36297
corky,3.70022,5,0,72.85009
count,3.58790,5,0,91.93346
covey,3.71231,5,0,35.96069
crank,3.62462,5,0,28.64194
crave,3.62462,5,0,22.36578
creak,3.64276,5,0,20.68721
creep,3.65054,5,0,50.68218
crews,3.67559,5,0,24.46807
cries,3.56501,5,0,16.89705
croak,3.63369,5,0,38.18127
crook,3.75464,5,0,108.80376
crumb,3.68467,5,0,78.08165
curer,3.69417,5,0,66.60192
curls,3.61857,5,0,76.76537
curve,3.66652,5,0,53.34943
cusps,3.80864,5,0,230.24976
dance,3.55594,5,0,21.39699
dared,3.71058,5,0,24.88480
darts,3.58531,5,0,18.64686
datum,3.66134,5,0,71.70487
death,3.60648,5,0,30.99307
debut,3.67041,5,0,84.43503
deign,3.62894,5,0,149.69438
depot,3.63801,5,0,37.68653
devon,3.69071,5,0,106.88534
digit,3.76803,5,0,231.89162
dirge,3.58488,5,0,70.98054
dirty,3.64190,5,0,141.26129
ditto,3.74125,5,0,203.55147
doggy,3.84406,5,0,356.52035
dooms,3.76587,5,0,228.09270
downs,3.66825,5,0,61.29699
doxed,3.87948,5,0,183.80581
dream,3.61944,5,0,39.56557
drill,3.69374,5,0,268.13851
dryly,3.80950,5,0,218.64186
dumpy,3.74298,5,0,166.45795
dusty,3.70972,5,0,174.90160
eager,3.69460,5,0,50.54696
early,3.61296,5,0,19.27913
eases,3.82678,5,0,67.51960
edger,3.72916,5,0,83.02717
egged,3.91836,5,0,129.75037
elbow,3.71965,5,0,54.69330
elegy,3.75853,5,0,201.14160
enemy,3.80259,5,0,188.75003
erred,3.76415,5,0,118.95084
euros,3.65140,5,0,23.97288
event,3.78402,5,0,63.95398
exert,3.81641,5,0,55.17917
expel,3.85616,5,0,105.33769
fails,3.62851,5,0,81.46027
famed,3.68294,5,0,21.90994
fared,3.62592,5,0,29.05805
fatty,3.79525,5,0,276.53863
ferry,3.76458,5,0,133.80518
filed,3.64449,5,0,97.32250
fills,3.78359,5,0,360.03956
fists,3.79309,5,0,374.59966
flaws,3.70713,5,0,62.24962
flesh,3.67646,5,0,78.53851
float,3.60648,5,0,66.91917
flora,3.63283,5,0,88.80486
flows,3.71015,5,0,102.82583
flunk,3.73693,5,0,229.63446
folds,3.66695,5,0,105.37486
foods,3.80605,5,0,239.97641
forgo,3.79914,5,0,198.48019
fours,3.67257,5,0,122.89868
frank,3.68207,5,0,33.16351
freak,3.69719,5,0,39.65140
fresh,3.65140,5,0,42.21069
frill,3.74773,5,0,330.47680
fully,3.84449,5,0,631.37990
gamed,3.65702,5,0,21.98058
gamer,3.63801,5,0,21.60512
gamut,3.66652,5,0,93.69264
gauge,3.80821,5,0,110.89065
gawky,3.82635,5,0,127.67499
genus,3.68553,5,0,113.36674
gifts,3.70497,5,0,138.54414
gizmo,3.83715,5,0,374.49997
golem,3.63024,5,0,57.24859
goody,3.81253,5,0,346.53575
grasp,3.61771,5,0,16.12046
great,3.58272,5,0,16.52069
green,3.67300,5,0,59.14287
grind,3.60302,5,0,144.43391
growl,3.67214,5,0,68.17354
grump,3.71058,5,0,76.39751
guilt,3.61944,5,0,155.66643
guppy,3.88942,5,0,323.91351
handy,3.68121,5,0,187.12516
haven,3.68769,5,0,25.66112
hawks,3.77451,5,0,90.79980
hefty,3.73607,5,0,115.14798
hewer,3.74557,5,0,52.93099
hides,3.63672,5,0,29.41597
hiked,3.71015,5,0,47.96834
hilly,3.78747,5,0,584.75266
hoper,3.60907,5,0,23.18000
hoppy,3.84579,5,0,288.79747
humps,3.75983,5,0,149.84243
hunts,3.64665,5,0,205.92388
hussy,3.87603,5,0,575.52443
image,3.66782,5,0,42.32433
imply,3.71361,5,0,136.54010
inert,3.59438,5,0,15.62555
infos,3.69978,5,0,195.38099
isles,3.76717,5,0,89.41402
jaded,3.89503,5,0,47.86740
jawed,3.81123,5,0,27.49745
jeans,3.73175,5,0,60.70935
jewel,3.87905,5,0,90.09842
jiver,3.80086,5,0,98.37751
joint,3.71533,5,0,192.79631
jokey,3.87171,5,0,136.50137
juicy,3.82549,5,0,507.94258
keeps,3.80173,5,0,122.03570
kiddo,3.87559,5,0,470.85831
knees,3.76501,5,0,56.11671
knoll,3.78359,5,0,286.86454
later,3.55119,5,0,13.62082
latte,3.66220,5,0,16.02309
laver,3.65400,5,0,19.75154
laxed,3.72181,5,0,36.66282
leaks,3.64320,5,0,51.25906
leash,3.59179,5,0,43.46496
legal,3.71749,5,0,138.83935
lifer,3.62462,5,0,44.60314
liker,3.65702,5,0,54.63019
limbs,3.67862,5,0,106.46042
lions,3.58445,5,0,118.32399
llama,3.85486,5,0,344.90141
loose,3.66911,5,0,78.73509
loser,3.57754,5,0,13.77697
lotus,3.62678,5,0,78.92354
loves,3.68553,5,0,33.96638
lower,3.64924,5,0,23.42914
lubed,3.63369,5,0,33.64870
luged,3.63110,5,0,56.42457
lumpy,3.72397,5,0,182.86938
lures,3.60562,5,0,14.10140
lurid,3.64320,5,0,127.77219
macaw,3.82808,5,0,144.59116
maize,3.73650,5,0,93.43186
maned,3.59741,5,0,20.61774
manga,3.78661,5,0,174.97973
manor,3.57581,5,0,25.23427
maple,3.58747,5,0,19.55369
maria,3.72916,5,0,80.09204
mason,3.62549,5,0,41.09989
mates,3.61944,5,0,7.94785
maths,3.66393,5,0,74.56582
mazed,3.76415,5,0,33.24124
means,3.60562,5,0,37.45033
meaty,3.63844,5,0,49.99368
meets,3.71447,5,0,88.93142
mercy,3.64449,5,0,34.60695
merge,3.69028,5,0,95.75377
metre,3.64795,5,0,27.08328
micro,3.63844,5,0,62.27604
mikes,3.71102,5,0,102.60105
mince,3.59611,5,0,54.96732
mined,3.61771,5,0,47.79641
mines,3.61210,5,0,25.76321
mints,3.62505,5,0,90.17277
mirth,3.64579,5,0,68.38604
miser,3.60130,5,0,41.06556
miter,3.58661,5,0,18.31434
mixed,3.77106,5,0,152.90270
mocha,3.70497,5,0,84.00704
modem,3.77408,5,0,132.32848
money,3.64233,5,0,59.88130
month,3.65788,5,0,104.60513
moose,3.71577,5,0,129.26403
motif,3.68423,5,0,86.11014
moult,3.60562,5,0,147.44830
mourn,3.61685,5,0,173.90163
mucus,3.85184,5,0,258.99280
mushy,3.74082,5,0,355.61780
needs,3.72181,5,0,106.81843
newly,3.72613,5,0,112.90493
ninja,3.93564,5,0,606.31123
obeys,3.75983,5,0,82.79567
oddly,3.82851,5,0,543.76352
otter,3.70886,5,0,23.25215
ounce,3.61771,5,0,94.59483
overt,3.69417,5,0,17.71872
ovoid,3.84924,5,0,352.82533
paled,3.57970,5,0,19.26474
palms,3.62808,5,0,43.78347
panty,3.61382,5,0,84.59797
parse,3.52786,5,0,9.33863
parts,3.56544,5,0,22.48817
pasty,3.62289,5,0,73.46640
paved,3.69935,5,0,20.21178
paves,3.69201,5,0,17.75997
peace,3.66220,5,0,34.25767
peers,3.68467,5,0,38.53337
perch,3.63369,5,0,29.96872
pesky,3.74730,5,0,98.55014
phone,3.61037,5,0,46.24644
picky,3.75853,5,0,171.74604
piney,3.62851,5,0,41.47899
piped,3.76199,5,0,84.56252
pithy,3.68251,5,0,135.80978
plank,3.65184,5,0,84.67351
pleat,3.54903,5,0,30.99872
plops,3.75637,5,0,153.32467
poems,3.67171,5,0,32.22175
poets,3.59525,5,0,20.91509
poked,3.69935,5,0,54.38200
polyp,3.79870,5,0,264.70922
pouty,3.68726,5,0,113.68067
pried,3.55637,5,0,49.89069
prior,3.70583,5,0,141.30899
prowl,3.65788,5,0,47.64379
psalm,3.64406,5,0,47.74949
puked,3.72311,5,0,44.74023
pulpy,3.85054,5,0,375.28430
quack,3.86091,5,0,236.34799
quash,3.80389,5,0,312.92376
quiet,3.75162,5,0,77.00559
quilt,3.75335,5,0,456.51877
rabid,3.61598,5,0,32.91950
racer,3.67559,5,0,28.03120
radar,3.79957,5,0,61.73774
radon,3.56760,5,0,23.94531
raged,3.59525,5,0,17.41727
rages,3.59525,5,0,8.92575
rains,3.57322,5,0,16.52948
rajah,3.86048,5,0,109.97508
ranks,3.65184,5,0,21.51961
rarer,3.83629,5,0,66.25060
rayon,3.60475,5,0,37.28838
realm,3.58099,5,0,14.72358
rebar,3.70713,5,0,30.16114
recap,3.61210,5,0,16.18642
reded,3.79222,5,0,109.90992
remit,3.59525,5,0,16.74683
rents,3.60259,5,0,6.21254
repay,3.64017,5,0,19.49442
reply,3.62462,5,0,23.24646
rests,3.73045,5,0,19.76335
retry,3.72527,5,0,30.89468
revue,3.77840,5,0,107.42512
rifle,3.60043,5,0,38.57231
rigid,3.77106,5,0,247.02061
roast,3.51533,5,0,10.83300
robin,3.61080,5,0,79.06284
rolls,3.72052,5,0,101.62168
ropes,3.59050,5,0,13.62747
rouge,3.63888,5,0,49.40558
rouse,3.57451,5,0,17.95947
rover,3.77063,5,0,114.31092
ruins,3.60778,5,0,124.44750
rural,3.72268,5,0,66.14633
safer,3.59914,5,0,16.11577
saggy,3.80950,5,0,211.81447
santo,3.57192,5,0,46.31124
sassy,3.94341,5,0,340.39455
scoop,3.74255,5,0,108.93090
scrap,3.60259,5,0,23.45966
scrub,3.67171,5,0,74.77554
sedan,3.58402,5,0,28.56931
seedy,3.74514,5,0,161.60790
semen,3.67689,5,0,36.76091
sense,3.79006,5,0,74.92198
sewed,3.73002,5,0,37.92577
shack,3.68251,5,0,69.25454
shame,3.60302,5,0,23.99966
shank,3.66307,5,0,92.11563
shear,3.58790,5,0,19.02056
sheet,3.65054,5,0,26.04158
sheik,3.68467,5,0,113.71521
shirt,3.56112,5,0,74.16420
shone,3.57538,5,0,67.10663
shorn,3.58143,5,0,96.35845
shout,3.61555,5,0,154.47943
shuns,3.77322,5,0,547.83078
singe,3.59870,5,0,62.51676
siren,3.55421,5,0,16.11314
sissy,3.97624,5,1,2160.58544
snuck,3.69374,5,0,161.40741
soils,3.69330,5,0,252.72713
sooty,3.72441,5,0,451.92889
spelt,3.57538,5,0,29.22309
spicy,3.65184,5,0,101.65683
spite,3.55896,5,0,29.60601
split,3.56976,5,0,60.17771
spool,3.70799,5,0,140.71261
spunk,3.71188,5,0,167.51448
stain,3.56026,5,0,58.79400
stand,3.59050,5,0,46.06907
start,3.66609,5,0,48.08961
stead,3.61685,5,0,25.56041
steam,3.61857,5,0,26.02757
steer,3.65313,5,0,29.66790
stems,3.79179,5,0,94.68330
still,3.68380,5,0,287.79104
story,3.60518,5,0,93.51647
studs,3.80648,5,0,261.40950
suing,3.65702,5,0,218.33520
surer,3.68423,5,0,55.14206
swarm,3.66695,5,0,34.35093
swath,3.64665,5,0,60.01819
swell,3.76587,5,0,89.28654
swine,3.63715,5,0,48.03053
swish,3.82419,5,0,299.80271
taffy,3.83758,5,0,274.75506
taxis,3.72657,5,0,91.99229
teeth,3.82030,5,0,189.84321
their,3.59525,5,0,19.14600
these,3.66436,5,0,30.92938
thief,3.65529,5,0,25.95671
think,3.68121,5,0,145.36558
tibia,3.78920,5,0,144.31108
titan,3.70281,5,0,175.22439
tones,3.57322,5,0,9.90124
tooth,3.86091,5,0,400.15417
truck,3.67084,5,0,53.84485
truth,3.73952,5,0,94.79762
turns,3.59654,5,0,78.39913
tweet,3.85011,5,0,59.72345
twist,3.75637,5,0,163.37562
under,3.62160,5,0,62.98937
unify,3.76199,5,0,574.84522
usher,3.68898,5,0,26.59610
utter,3.74989,5,0,29.46500
vague,3.73823,5,0,45.89213
valve,3.81253,5,0,65.90293
vaunt,3.68337,5,0,58.70117
vents,3.68164,5,0,32.45788
verse,3.71274,5,0,62.97057
vials,3.64708,5,0,53.99253
vigil,3.86652,5,0,286.01981
vocal,3.68337,5,0,58.31702
volts,3.67041,5,0,55.14407
votes,3.67559,5,0,15.69208
vowel,3.72916,5,0,48.35549
wacky,3.80173,5,0,120.95271
walls,3.75853,5,0,132.61554
waxer,3.78315,5,0,33.31240
weedy,3.80734,5,0,143.56821
whats,3.68553,5,0,60.63505
whiff,3.93693,5,0,369.66202
willy,3.80432,5,0,419.84752
woozy,3.99568,5,0,535.68329
yours,3.67041,5,0,129.87448
zonal,3.71620,5,0,132.99950
abbey,3.82203,5,0,49.58328
abyss,3.83715,5,0,229.43121
agate,3.71361,5,0,29.20500
agers,3.62117,5,0,9.59713
agile,3.58186,5,0,40.52808
agree,3.69158,5,0,46.46844
ahold,3.61425,5,0,113.33557
aioli,3.76371,5,0,330.17866
aloud,3.63672,5,0,184.69087
amity,3.66868,5,0,179.31180
annex,3.88596,5,0,70.86154
antsy,3.63585,5,0,98.23769
apply,3.79395,5,0,283.52466
atlas,3.69719,5,0,126.41270
autos,3.63758,5,0,85.91459
await,3.74298,5,0,149.89017
axiom,3.82505,5,0,445.68556
bawdy,3.75637,5,0,75.82249
beats,3.61123,5,0,25.82577
begat,3.64147,5,0,29.66412
begun,3.70410,5,0,134.59739
benny,3.80302,5,0,161.41234
bills,3.73780,5,0,228.63458
blaze,3.72181,5,0,40.22421
bless,3.75983,5,0,71.06088
bloat,3.57322,5,0,38.90953
blogs,3.66825,5,0,73.02814
bluer,3.60432,5,0,22.47022
blues,3.62592,5,0,24.75487
blurt,3.61469,5,0,68.02584
boded,3.76112,5,0,68.51322
bonds,3.66695,5,0,79.37757
bonus,3.67343,5,0,157.03214
booty,3.78618,5,0,305.97938
bowed,3.68769,5,0,42.03890
bower,3.66048,5,0,35.83926
boxes,3.78661,5,0,55.98442
brand,3.59438,5,0,34.08930
brawl,3.67948,5,0,29.41459
bribe,3.72484,5,0,79.02729
brock,3.69330,5,0,69.59700
brown,3.66479,5,0,67.60282
buggy,3.91533,5,0,377.60790
burps,3.69978,5,0,78.54634
butch,3.70410,5,0,154.88430
bylaw,3.74168,5,0,120.54488
cache,3.74816,5,0,51.58780
cadet,3.57106,5,0,10.31009
caged,3.63844,5,0,18.96345
cages,3.63672,5,0,11.95914
cairn,3.53434,5,0,56.53866
camel,3.57927,5,0,17.16949
camps,3.64536,5,0,46.91846
caner,3.53218,5,0,14.51779
canny,3.76328,5,0,255.54265
cease,3.64795,5,0,23.84196
ceded,3.81685,5,0,79.25962
chalk,3.68683,5,0,83.56777
chase,3.58661,5,0,24.66057
cheer,3.67948,5,0,51.48922
chevy,3.77235,5,0,81.30087
chill,3.74039,5,0,320.75062
chunk,3.73650,5,0,227.50228
clams,3.60648,5,0,69.19397
claps,3.59006,5,0,46.96035
claws,3.65011,5,0,57.71106
cleft,3.62160,5,0,41.01112
clink,3.65054,5,0,113.39087
cloth,3.61080,5,0,81.98473
clown,3.65313,5,0,79.37249
clump,3.68812,5,0,101.18907
cocos,3.87646,5,0,338.33903
conch,3.76890,5,0,313.46097
costs,3.73823,5,0,103.22736
covet,3.65400,5,0,21.80755
coyly,3.78531,5,0,253.59085
croup,3.61944,5,0,76.75811
crush,3.62765,5,0,54.18230
cuffs,3.86566,5,0,315.61230
cycle,3.77451,5,0,53.01684
daisy,3.62246,5,0,77.14695
dandy,3.79957,5,0,236.70119
decoy,3.66523,5,0,105.11633
demos,3.66609,5,0,59.22463
dents,3.61469,5,0,36.45479
devil,3.68380,5,0,109.89626
diker,3.65270,5,0,118.48084
dined,3.72657,5,0,110.02520
direr,3.65616,5,0,131.71851
discs,3.77624,5,0,219.59539
docks,3.72397,5,0,75.28974
dogma,3.69676,5,0,143.70596
dolly,3.75810,5,0,463.97651
dowry,3.69849,5,0,80.48371
dozer,3.72829,5,0,104.94905
drawl,3.63110,5,0,33.25222
dried,3.69762,5,0,149.71117
droop,3.73477,5,0,144.63435
drunk,3.67905,5,0,150.54961
duked,3.85702,5,0,119.56343
dunce,3.62203,5,0,73.34835
dusky,3.77495,5,0,198.71838
dying,3.70022,5,0,256.76688
egger,3.86998,5,0,131.03050
elect,3.65788,5,0,57.99316
elide,3.66911,5,0,189.64661
enjoy,3.82289,5,0,279.28221
ethyl,3.73564,5,0,72.66542
evoke,3.86825,5,0,174.42819
faces,3.65702,5,0,20.30649
fades,3.66350,5,0,20.98719
fairy,3.66393,5,0,112.48614
fates,3.64104,5,0,12.40427
fauna,3.79914,5,0,284.87229
fetal,3.62030,5,0,69.49407
ficus,3.72397,5,0,228.84760
finch,3.68639,5,0,210.76284
firms,3.67646,5,0,141.80076
fizzy,4.07516,5,1,2713.21723
games,3.64881,5,0,18.11579
gaper,3.62030,5,0,19.11534
gases,3.75335,5,0,25.46391
gated,3.61425,5,0,12.53341
gater,3.57970,5,0,10.95475
gates,3.61598,5,0,7.74119
gaudy,3.70842,5,0,162.36617
gazer,3.75896,5,0,34.29913
genes,3.70626,5,0,43.54987
genre,3.66220,5,0,57.41061
ghost,3.63197,5,0,61.69195
gipsy,3.68596,5,0,114.01540
giver,3.68121,5,0,79.06176
glean,3.60346,5,0,43.02698
glint,3.60130,5,0,113.94686
gluer,3.60000,5,0,32.67717
glyph,3.73607,5,0,172.40620
goods,3.78488,5,0,159.38444
gored,3.60864,5,0,66.37219
gowns,3.69287,5,0,76.24147
grail,3.58618,5,0,47.35038
grape,3.59179,5,0,14.79092
grave,3.66955,5,0,24.56939
greet,3.65313,5,0,30.88447
grime,3.60043,5,0,66.27393
groan,3.58186,5,0,66.94035
group,3.66263,5,0,85.14403
gruel,3.60907,5,0,33.64426
guava,3.87387,5,0,235.60413
gusto,3.67646,5,0,80.93618
gypsy,3.87603,5,0,188.77325
halls,3.72009,5,0,206.12224
hater,3.57667,5,0,13.46628
haute,3.61901,5,0,27.38321
havoc,3.74039,5,0,60.20670
heard,3.60000,5,0,43.71447
heist,3.56631,5,0,65.76215
herbs,3.66652,5,0,20.64374
heron,3.59827,5,0,37.17455
hicks,3.73693,5,0,128.25488
hints,3.61728,5,0,139.47644
hiver,3.67905,5,0,48.95458
hoard,3.59568,5,0,43.24000
hobby,3.88164,5,0,416.23597
horse,3.56674,5,0,15.90259
hosed,3.63542,5,0,20.72208
hosts,3.75464,5,0,194.62382
humor,3.67171,5,0,91.10702
hunch,3.82937,5,0,468.22745
icons,3.63197,5,0,109.15497
idled,3.77063,5,0,148.13347
igloo,3.80043,5,0,402.28624
inlay,3.65702,5,0,184.00312
ivied,3.84665,5,0,104.29308
jelly,3.92441,5,0,330.37804
joked,3.83801,5,0,96.15932
jolly,3.88985,5,0,721.36268
khaki,3.90540,5,0,284.23285
kiter,3.65659,5,0,17.57356
kitty,3.84536,5,0,284.54536
knots,3.67473,5,0,72.14901
kudos,3.75983,5,0,170.40688
larva,3.78229,5,0,77.03295
laxer,3.71188,5,0,30.77847
leafy,3.67127,5,0,141.52982
lemon,3.61253,5,0,65.59175
licks,3.68855,5,0,105.14164
likes,3.67603,5,0,63.39804
lined,3.57149,5,0,43.80778
lines,3.59309,5,0,27.13753
lipid,3.76847,5,0,269.37050
lofty,3.68985,5,0,299.64664
lousy,3.64579,5,0,204.55911
lumen,3.62851,5,0,48.77375
lunch,3.66436,5,0,242.16654
lyric,3.66479,5,0,117.30552
madly,3.65313,5,0,133.38611
makes,3.70842,5,0,19.37484
mammy,4.00605,5,0,484.83589
mealy,3.62894,5,0,88.03428
medic,3.66868,5,0,93.15629
merer,3.76717,5,0,163.73670
midst,3.62765,5,0,77.42652
miles,3.60346,5,0,36.35097
mimed,3.77927,5,0,155.88179
minor,3.60130,5,0,78.04546
mired,3.58531,5,0,96.94602
mists,3.77754,5,0,307.46319
mogul,3.67473,5,0,191.83841
moody,3.79611,5,0,505.29473
mouse,3.63844,5,0,70.28254
movie,3.71317,5,0,93.83675
mummy,4.00907,6,5,13077.27462
south,3.62894,5,0,133.56415
speak,3.69503,5,0,42.56984
spell,3.72484,5,0,81.27566
spine,3.58402,5,0,50.63660
spiny,3.62462,5,0,142.34697
spore,3.57408,5,0,12.90250
spots,3.74168,5,0,145.92313
squid,3.80648,5,0,362.77945
stern,3.57235,5,0,9.18479
